,Company_Name,Job_Title,Location,Easy_Apply,Rating,URL,Summary
241,Accenture,Google Data Engineer,"Denver, CO",Not Easy Apply,4.0,indeed.com/rc/clk?jk=5fb46e3f8fb7e105&fccid=a4e4e2eaf26690c9&vjs=3," Minimum pf 3 years of experience in developing data ingestion, data processing and analytical pipelines for big data, relational databases, NoSQL, data lake and…"
242,Micro Focus,Machine Learning Engineer,"Fort Collins, CO",Not Easy Apply,3.7,indeed.com/rc/clk?jk=ff4eac27d3002b9f&fccid=83cbd453678ade10&vjs=3," Must have emphasis in ML/AI/Analytics/Big Data. Bachelor's or Master's degree in Computer Science, Information Systems, or EE, or equivalent."
243,Accenture,Data Engineer Consultant,"Denver, CO",Not Easy Apply,4.0,indeed.com/rc/clk?jk=dd98c832247e75ea&fccid=a4e4e2eaf26690c9&vjs=3," Gather, engineer, and prepare data to help clients make smarter decisions. Building and delivering Google Cloud Platform (GCP) infrastructure and solutions to…"
244,"Digital Assets Data, Inc.",Data Architect/Engineer,"Denver, CO",Easy Apply,,indeed.com/rc/clk?jk=f960d01d03628be4&fccid=8ed31bcef512acb4&vjs=3," Build real-time, high throughput data ingestion pipelines that optimize the consumption experience for our customers and data scientists."
245,SoundHound Inc.,Machine Learning Engineer - Language Modeling,"Boulder, CO",Not Easy Apply,,indeed.com/rc/clk?jk=206c6bca2251c41a&fccid=80413c126d4e4312&vjs=3, BS/MS in Computer Science or equivalent. This is a fantastic opportunity to join the core group working on Speech Recognition at SoundHound.
246,National Renewable Energy Laboratory,Principal Researcher in Data Science for Power Systems (E6),"Golden, CO",Not Easy Apply,3.8,indeed.com/rc/clk?jk=2bdf91681739a6ee&fccid=b4ae64835618776c&vjs=3," Strong data science, and/or computational analysis expertise. Principal Researcher in Data Science for Power Systems (E6)."
247,Seagate Technology,Business Data Scientist – Sr. Staff,"Longmont, CO",Not Easy Apply,3.8,indeed.com/rc/clk?jk=d0191daaeda7a606&fccid=eb193642f8c64a12&vjs=3," Higher education degree in Economics, Business, Operations Research, Data Science, Statistics or Computer Science. About the role – you will:"
248,Neya Systems LLC,Machine Learning and Computer Vision Engineer (multiple levels),"Denver, CO",Easy Apply,,indeed.com/rc/clk?jk=8df7224fde3c0921&fccid=e5cd0a93e3551038&vjs=3," Experience with sensor data processing, environment modeling, large-scale point-cloud processing. Bachelors, Masters or Ph.D. in Robotics, Computer Science,…"
249,"Amazon.com Services, Inc.",Senior Software Development Engineer - Big Data,"Boulder, CO",Not Easy Apply,3.6,indeed.com/rc/clk?jk=61726570634ce079&fccid=fe2d21eef233e94a&vjs=3, Enabling Amazon Advertising’s explosive growth requires top talent in our Measurement and Data Science (MADS) organization.
250,Spectrum,Network Engineer II - Data Center,"Greenwood Village, CO",Not Easy Apply,3.5,indeed.com/rc/clk?jk=2983e7067ef18cbf&fccid=c2d1b0769a534b4d&vjs=3," At least two (2 years of Data network experience. Bachelor's Degree in Computer Science, Engineering, or related field and/or equivalent work experience."
251,CenturyLink,LEAD DATA SCIENTIST,"Broomfield, CO",Not Easy Apply,3.5,indeed.com/rc/clk?jk=ae2f5444ce8a7737&fccid=9bdf8e3a2f3d19e4&vjs=3, Involvement through participation with community events such as meetups or security conferences related to data science. Highly qualified candidates may have:
252,Ibotta,Senior Decision Scientist - Product,"Denver, CO",Easy Apply,3.5,indeed.com/rc/clk?jk=953c4f7e3ab344e3&fccid=2e1276ca32b1a903&vjs=3," Proven expertise with SQL, data wrangling, statistics, and analytical skills. Experience using modern data analysis tools (such as R and Python) is required."
253,FullContact,Sr. Software Engineer - Data Platform,"Denver, CO",Easy Apply,3.9,indeed.com/rc/clk?jk=459ddec48ba25d3e&fccid=2b6ec1ae12219512&vjs=3," Process large amounts of data leveraging Big Data Tech (Cassandra, Spark, Kafka and more). Aggregate and normalize dirty contact-centric data."
254,Sambasafety,Senior Data Engineer,"Greenwood Village, CO",Easy Apply,3.2,indeed.com/rc/clk?jk=752d6951ff0514a2&fccid=adca44f3b9008cc2&vjs=3, SambaSafety is looking for a Senior Data Engineer to help expand our growing data analytics and data science needs. Stocked beer fridge (Denver office)*.
255,PENSCO,Business Intelligence Developer/Analyst,"Denver, CO",Not Easy Apply,,indeed.com/rc/clk?jk=624251e7a84f2e76&fccid=5cd49f0e57ddab87&vjs=3," Collect and extract data from data repositories for reporting, using querying techniques. Superior leadership abilities, as well as ability to work with team…"
256,TTEC,Senior Big Data Engineer,"Englewood, CO",Not Easy Apply,3.5,indeed.com/rc/clk?jk=8e20a26f01a64706&fccid=4be57509a4916871&vjs=3, Senior Big Data Engineer-Remote/ Telecommute. Master’s in computer science or equivalent with at least 5 years of relevant experience in big data ecosystem.
257,Oracle,Oracle Data Cloud (ODC) - Security Engineer,"Broomfield, CO",Not Easy Apply,3.8,indeed.com/rc/clk?jk=9810c0986f1a8908&fccid=cd22d01053af7669&vjs=3, Oracle Data Cloud (ODC) - Security Engineer-19001FP1. No Visa Sponsorship is available for this position. ODC is looking for a jack of all trades and hands on…
258,Compassion International,Principal Data Scientist,"Colorado Springs, CO",Not Easy Apply,4.3,indeed.com/rc/clk?jk=df75ca5c5bfd73cb&fccid=53ad9d0165a8fe49&vjs=3," Fifteen years Professional experience working in market research, statistical analysis, business intelligence or similar field, involving data modeling, data…"
259,"OneCloud Consulting, Inc.",Data Center Network Engineer,"Denver, CO",Easy Apply,,indeed.com/company/OneCloud-Consulting-Inc/jobs/Data-Center-Network-Engineer-84bf2bb45d603cca?fccid=a315f313bf9dc5ea&vjs=3," Expert knowledge of Cisco networking technologies, including Cisco Nexus and ACI and the ability support data, virtualization and storage infrastructures."
260,Horizontal,Sr. DevOps Data Engineer,"Centennial, CO",Easy Apply,,indeed.com/rc/clk?jk=1b6c3281e48ed996&fccid=cabecef733f6cfcf&vjs=3, Evangelist for data engineering and data science cross-functionally. Prior experience extracting data disconnected data repositories.
261,CDW,"Associate Consulting Engineer – Federal (Data Center, MS-Azure, Network Security)","Denver, CO",Not Easy Apply,3.7,indeed.com/rc/clk?jk=402da53425da3007&fccid=d9cf78b5cbf8e15d&vjs=3," ACEs focusing in this Data Center practice will work with our lead engineers designing, planning, and implementing Data Center Solutions including Network…"
262,Sunrun,Sr. Software Engineer- Data Platform,"Denver, CO",Not Easy Apply,3.4,indeed.com/rc/clk?jk=eae1e3241372b207&fccid=e3618b0356bf9a8f&vjs=3," Staff Software Engineer - Data Platform. BS/MS in Computer Science, Engineering or Math is preferred. Good security practices and experience writing code that…"
263,Horizontal,Data Platform Sr. Software Engineer,"Denver, CO",Easy Apply,,indeed.com/rc/clk?jk=5d5ab4f24bcfaa28&fccid=cabecef733f6cfcf&vjs=3," Staff Software Engineer - Data Platform. BS/MS in Computer Science, Engineering or Math is preferred. Good security practices and experience writing code that…"
264,BombBomb,Data Engineer,"Colorado Springs, CO",Easy Apply,4.7,indeed.com/rc/clk?jk=35df4e8da2fa3f3a&fccid=6a20cac22144c4b5&vjs=3," Design, construct and optimize systems to aggregate, transform and process large amounts of data from relational, columnar and other kinds of data stores."
265,Newmark Knight Frank,Building Engineer/Electrician Engineer- Data Center,"Denver, CO",Easy Apply,3.4,indeed.com/company/Newmark-Knight-Frank/jobs/Building-Engineer-Electrician-Engineer-daa6e7cc9a1962d9?fccid=6f1e2f3e66b3c874&vjs=3," Responsible for maintaining, troubleshooting, and repairing, or arranging for repairs of all building operating systems on the site."
266,CitiusTech,Principal Data Scientist / Applied Machine Learning Engineer,"Denver, CO",Easy Apply,3.9,indeed.com/rc/clk?jk=c370989ba49452f5&fccid=d7ffd11f502090e7&vjs=3," CitiusTech's data science approach is based on 3 focus areas: Model Development - Data pre-processing, data quality improvement and data mining for the…"
267,JumpCloud,"Principal Software Engineer, Data Engineering","Louisville, CO",Easy Apply,,indeed.com/rc/clk?jk=afcaf3529194a028&fccid=3781128e175fad79&vjs=3," This Data Engineering team is tasked with managing and organizing our business product data. Lead data engineering team to design and implement data stores,…"
268,"Alteryx, Inc.",Engineering Team Lead - Machine Learning Tools,"Broomfield, CO",Not Easy Apply,4.1,indeed.com/rc/clk?jk=4747aa0ae7c93716&fccid=dd3b0a1fc99fe359&vjs=3," Alteryx is revolutionizing data analytics by providing a complete end to end, self-service platform that allows users to get from business questions to business…"
269,Wikimedia Foundation,"Engineering Manager, Machine Learning","Denver, CO",Easy Apply,3.9,indeed.com/rc/clk?jk=08ae2645e1e6f754&fccid=288a529565129b93&vjs=3, Significant experience working with data infrastructure and distributed systems at scale. BS in Computer Science or other relevant technical field or the…
270,Pilgrim's,DATA SCIENTIST MANAGER,"Greeley, CO",Not Easy Apply,3.5,indeed.com/rc/clk?jk=56ce9e487de51fb5&fccid=47b63a68a9e43686&vjs=3, Three or more years of Data Science experience preferred. Evaluate data providers and evaluated data itself and the data analytical tools & Technology like for…
271,Wowza Media Systems,Data Engineer and Resource Manager,"Golden, CO",Easy Apply,,indeed.com/rc/clk?jk=651d943f3edb6de4&fccid=009ec2a926547fc0&vjs=3," Degree in IT, Computer Science, Data Science or related field. Wowza Media Systems is currently seeking a Data Science & Resource Manager to architect,…"
272,National Renewable Energy Laboratory,Building Data Scientist III,"Golden, CO",Not Easy Apply,3.8,indeed.com/rc/clk?jk=16d0fb4f64302e0b&fccid=b4ae64835618776c&vjs=3," Experience with data modeling and data exchange formats, especially XSD. Data science experience with related frameworks such as pyTorch, TensorFlow, scikit…"
273,CBRE,Sr Building Engineer (Electrician) - Data Center,"Aurora, CO",Not Easy Apply,3.8,indeed.com/rc/clk?jk=e99bdd8474806fba&fccid=c9b9e477b3c84b4d&vjs=3," Proven track record leading a team of electricians in a 24x7 Data Center environment. Performs complex preventive and corrective maintenance, repairs and…"
274,Pearson,Data Visualization Engineer - Machine Learning,"Centennial, CO",Not Easy Apply,3.8,indeed.com/rc/clk?jk=d8028f91d1c0b840&fccid=915b1c0ee87e5e8a&vjs=3," *We are looking for a data visualization engineer with: **. + **B.S. in Computer Science, Math or Statistics, or related area (or equivalent experience).**."
275,Pearson,Software Engineer - Data & Analytics,"Centennial, CO",Not Easy Apply,3.8,indeed.com/rc/clk?jk=a3b365d9c0e12b49&fccid=915b1c0ee87e5e8a&vjs=3," + Will work with Big data technologies that deals with large scale distributed data processing. + Good foundation in computer science, with strong competencies…"
276,Altamira,Artificial Intelligence (AI) / Machine Learning (ML) Specialist,"Schriever AFB, CO",Easy Apply,,indeed.com/rc/clk?jk=64f60d8575ac76ab&fccid=10920a3ebd5313d0&vjs=3, Create AI / ML models to run systematic processes on raw data and selecting models that pull the most relevant information from collected data to assist…
277,KPMG,"Manager, Data & Analytics Modeler, Machine Learning","Denver, CO",Not Easy Apply,4.0,indeed.com/rc/clk?jk=61f2fa98f5852de5&fccid=2dd390c3a48a7ed0&vjs=3," Shine. Digital Lighthouse houses KPMG's specialized capabilities across the digital landscape: applied data science, AI, data engineering and insights, software…"
278,ATN International,Network Data Engineer,"Castle Rock, CO",Not Easy Apply,3.1,indeed.com/rc/clk?jk=6857a18bf6418d5e&fccid=7c15e7633325941f&vjs=3, ATN International is looking for an experienced Network Data Engineer in a service provider environment that is customer focused to join the team!
279,Verizon,Principal Data Engineer,"Denver, CO",Not Easy Apply,3.9,indeed.com/rc/clk?jk=486b7083647c3748&fccid=f7029f63fe5c906e&vjs=3," Big Data, data analysis, log mining, and automated reporting. ETL or Data cleansing & normalizing. Design, build and support data processing pipelines and APIs."
280,Oracle,Senior Software and Machine Learning Engineer - Data Cloud,"Broomfield, CO",Not Easy Apply,3.8,indeed.com/rc/clk?jk=81686fbd69f10044&fccid=cd22d01053af7669&vjs=3," We are looking for a Senior Data Scientist for the Identity Graph Data Science team at Oracle Data Cloud (ODC), where we are leveraging the power of big data,…"
281,Ball Aerospace,Command & Data Handling Subsystem Engineer I (668553),"Boulder, CO",Not Easy Apply,3.8,indeed.com/rc/clk?jk=4f2f577d7f9ee952&fccid=82c5e27e77990fa2&vjs=3, TT&C / Command & Data Handling Engineer I. This position is for an engineer who can work within the Command & Data Handling (CDH) subsystem team to support the…
282,Ball Aerospace,Senior Engineer – Mission Data Analysis Engineer (669033),"Boulder, CO",Not Easy Apply,3.8,indeed.com/rc/clk?jk=c2653ac6e6043dcb&fccid=82c5e27e77990fa2&vjs=3, Mentor junior engineers in mission data analysis. Senior Engineer – Mission Data Analysis Engineer. Candidate should have proven experience in performing…
283,Charles Schwab,Data Engineer,"Lone Tree, CO",Not Easy Apply,4.0,indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Bvyxp-5kT5PI0anTaEYoEkcOlTMlp7z8iufLqgdrGl7g7r220Ha0md-YUF76AZTPPI-kAyb9KdkW89xQ0n_b1FjiK3xLf3t1Pq9qOyezUKh2OxQ8yFDkrTlpjQtKM8GGg0llbzGlDt9MlVnyFLYsTs12id7NWGnw0PXLHP3TbwyauaKxNm68fDSjgYhHYduqUFMHZCTqDRu48nWeCSx1vaGqKbgW-4HYEnNsGz-Fqj3z-uYfsnXv1VWUhKQb1AwbV6gdMhVaMqDE30VdihJ567-I0vwTjwyf6jzs7r3L10HIkSh46XSvLC2G2Tz9278NnzEHjC311HJmLMFWDe-61guZqo4FTAbf1CMdGSbUQ3iNg8LlBX0tpE9XYeKQavXwmy8j1bs3c4TJSci0Oeg7FRC8FpMppqIQsueS6hG9A3TfYt7pv3TrWMIWe0-m00-VvhD1-4tNHvo38QyL5v9SX0V3mYWM3YQXkwEoaxr0NckvpZhwm-L1UkiKfbKKMnz4ftYruVPjmc9SLvm9unYk21M9ohqsujFLIgPVAGNZr1dZ_Jj5AkpEGRAqicjVLRqOGk6ere8ovaBArl8ZFHkWvchx4Qxgud_oY=&p=50&fvj=0&vjs=3," Designing, building and support data processing pipelines to transform data in Big Data or Teradata platforms. Your detailed duties would include:"
284,Ezoic,Data Scientist - Relocate to Carlsbad,United States,Easy Apply,5.0,indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0D0pzMgtNUWpzn8X5XVkObFKyvooyIGCFK59PHkyYz6-ShJBSOIsbUzVdipk9exvXNT_QCwz_6g47VKy1iydo2tww9KZeCDarfKGgFPGvI1FtXC4_STlq8iZAFjZ7m9enCbD0ZdDiUEvJt-MmfeKJ9QAEGU9LL4B8jG4Ix1s52-bIncAKjpuXqvHPB-vk2xlrXQoMUErNRLdZyvqcH1ZBEhZt5j7MLcoHbiqDZRkeDZdX7QwbBgmFSKffS2IUFmPfTLR9kApTbfCqhzLdNUM4TVgJg1U42guTY-i1Q0QSSsES5ju0ANaA70DMAtPskjc1O1kM7qFOKNRHXLkBK1oUCiQoIvEMaQG-PsrDmvuXl6JrJGgowKjeLMQ1r75Ob2rUnUOO8IofpFCu-6yVV8-cpjEov4aZgb4YhIzBdsYdq6iBVvuYqtGz_hd7YrZu7eoPY=&p=51&fvj=0&vjs=3, Proactively perform data exploration on user behavior and website performance to discover future testing opportunities.
285,Horizontal,Data Scientist,"Broomfield, CO",Not Easy Apply,,indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DVLD0NwOQENOe9ZSCJLsOt28qZmO4545ePKxrhyheH8r82zAzMcRn-EZpK-qOU5e02JRjkxkFg4CqLKoOXh1Rm2r6zWVkRGvH1HinlmX_iQTZ1DJfsE06rmQLRCh0xuYSUNBNh4L1Rqz_NKmjmkscFGWiKOoYdj5f_MaZyzdU60bi4aRUIsgtXVqBMQ1jhDF2PF70fNIXiohUtxkoF1y4YjcYAIKvEmBIgn6pRbJSdcuKaYnsQ3_KP1yFocjEI4bNOk6BN4j0uVsRGG3Wf66MCGVo6FayMYHb0SJo4JvRoQ_faB9-x3-qKBuZXWXz-hOBRByzqWhalSFjiJbnoiV5GqcKecDM-f2-JREK7mvjzTAEAwdgAquLL4P3avwjpItvcJk_O0vvR2hNsE7y2xB1sTcj7sIxkpHk=&p=52&fvj=0&vjs=3," Data scientists use data and analytical ability to find and interpret rich data sources; manage large amounts of data despite hardware, software, and bandwidth…"
286,UPMC,Director Integrated Data Science,"Loveland, CO",Not Easy Apply,3.7,indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0An_F7pECnaBd2kaaPzVIE3U8A1lP216Cr-URqJ1oCRpRA4lx5JbBedmERUXYVX1hlHTKXvptAsU3tC4ZDs6BBvDL60pQEL-D0gaeq1hImcXY34qyuXj7UX6SsiLlJuWStJB340mPH2XsX-JMHURviiV-F_2Clndl1H-6wXuFz1iRBZU2ZOfwxOC9eoYZJHTxlrev2r4d02YXCYh7HtKnhyZ17YQWzmuSSMxDbMjVeVKnEOD2VXS2N1EfrwwE4zksBcf5t-U1TKFNSTXbC-tdaWSvbDNfBn9plzy6YVlj98S9NbXcl4lU0-WUz_bDtIwi6PXCTeG3P5iLmDrwuQfbWHGHlzdsw8iY546n4LG0j-t_shpQADxSXHnHeuGmlGIjP4yWuFW7HexLPD8hx-CTZ_ZZxtmLnxUj0=&p=53&fvj=0&vjs=3," Demonstrated knowledge of programming expertise necessary to support data modeling. Demonstrated knowledge of advanced modeling techniques, including data…"
287,CenturyLink,Senior Manager Data Science,"Broomfield, CO",Not Easy Apply,3.5,indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BGKj2dVRoMy2japSZrYRM8IJNi6D13enLCCRY5KIhxijQXaybKLXzyceYkkuZUfdhn0rqll0OUWIqDPOVhRVKGHAD9ecdE6loD__1YYw_ypI4flZhJbAL04OsnuHWzEbgkTb_VOlB6_5AMFbczbxwQ_BllBMyafiJ-dZW7RUnfkRHusLEbTVZ8M51ar6eu3LGWK66LNABJxXLGAt3Fdpx_GFIjTdJw3Wa1z2vM4poTGNo-XdVcdbuI-6iLeVjZdrcPrBVAt29zWTBQhW-oBNqfjOKRvrVLi0xlE0QYpXp_2B1B3jPC_R9CDfg2CVttMHG8ucAoCfNpkBAiC-mzUzC1Mme1ZJvCNmR4bOf2WnXqIG1oMK2-Lp5OEAq7EaUQ-SHUensAiyVyZy54KtogXvoNsffnT1Ryky5EEHce0-kRMxfgWf1TVdOw2AsVWq4XWTfuRuzwwLvl1e2Z0apBqUvNqhJr74vSe9SRbZqj_wHcMpxWPRfvVeScPLTtrNakTg5gDF2cmHoC514vU6MuCU9tFKZZoDSSzMZtyg5owDu2Wqkd4IxyvdTXecO-z4B-BHfVgNPpiagA9vU-PP0Y9U7EdB5neyIgE3McvEvNHsc6WdNvDUmVAkJ57paWIBCwFt2y9gom7TznOIfjgBH4JjHchxpIFDHCFDn4WqA24HCWfOFr06s5m0yKxTVS9kq0MHodQdMGaWJk_EZLKwEIKU1MK0ZBizfJukkYrAF0omSQ0xDHG32awDha4xz0NP45jzJyIDP_EYpgeADCQiKI7oxpM2ogPAutLetExWY2I9uhkgtzvZeO-Vu6D_wzKD_rbhn-1AiMUJk77yWD9pW2lT4VTJDQXGRfsPloAs_q_WGeQJxjrYhXqBNF8gDiszaUOW4UhYy7FTLVOed009eyAa2EaLYs59aTnrfwexG1GeqdfC3Asc5qLRtNY3KNr-6mwRbIsCOi3Ss8XyVDkRD2XXPnaNX7Vuw6Gl9BvWOzwmpWjDJuvD9Ux_czpon8rU_F5X6mgSqP27OZ5i3OYI8XWN8nkRdSzWip7pqRLW3sD8TOE8Ubb794YQgoQ7JROeLdtfVMZxnIb5tbjPOGNC-XrugW9gqiB4Qzz6aT_KiCwp2VtvC9Z4OMG_qrifjQ4R5fAf6eg6pHAJidb0O4Pp3IlIDM&p=54&fvj=0&vjs=3, The Field Operations & Network Implementation data science team identifies operational improvement opportunities to reduce costs and improve customer experience…
288,Valen Analytics,Data Scientist,"Denver, CO",Not Easy Apply,,indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BGue66LtIrErvPv8SX7o1ncRfdsd9_h73i5bKsRNPydYGpYqtZB6K8_dI2ZzVzXGhz_-wvt-BDCiVWiuhErwbB6GsiPuOxM0UTZR-v4jpZnm6O1Lpc3JXtPFh2YMOCJcUdS0bCviNczHYbd22bKIebTzeLAUGXojXRnsuWMOlUvO9qzVnoMUqa6HlV5NV9Opytjl5JuHZDwgxSPAD7R8hPPdq56sIQJcOmMhRK3FrgdgNw9JD5YIwhwOsosu9S7zF0xdE2SbtnY7W8VEyJzKJ8JYg8oi1Vz-jUFDSlGBj-yVBT_S8xMkqs1_f8Kd0n-bRgeMtfeQJZGFBu931yqO1uhRY7sVxT13xS23nqmqgrRnRsLGo575xZn1vtFDQU6Uz8jjPP6V8atK7Ej7j-LrYQrJOXpnttUXxDNA4LQuIapfL298Er8fRsJ_APHzMKxC0JiWf0lWr7xDE0q5BmD5LGTsPggOWvnifWUptwxuuR-BGfFR0rMVTe9BihPuBqCZoCGYfZQpLNn1-Y0sQ8Ar0xzreHSi8T95CQEXvSVNiXIrUt4whPi7c8RhdPcYK6f7bWwGbB-8LvGIMiqXf0k9l1&p=55&fvj=0&vjs=3, Effectively represent the Data Science group in a collaborative environment to execute on company goals. Data visualization software and tools.
289,Valen Analytics,Data Engineer,"Denver, CO",Not Easy Apply,,indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BGue66LtIrErvPv8SX7o1ncRfdsd9_h73i5bKsRNPydYGpYqtZB6K8_dI2ZzVzXGjB2hv9bZ0NPQyi4y0WH48voMzE5lTyU1lKfS1CvQyHuvWcbWDvGXpZ1SFLugnJeMj4XTix4UQhdAuFlFXrJRDs7R-v5f-AfwkAQWaQY5dy4g8iSJz5Bm6dTFosZRr1HPOui4Kp4zHTWpnTy_CE_iwnrFVXqg8KN7QyDe71oCGdJDCyWV5qJTDJCMAEe0hoWKABssqBuDPGkNrb2pyPywMa6aL_ifKLwJNa83djSQ1R2QZ7_uY8GyBqAyDn95856Pt_jpmOmUcUhQD6nesFfjcIuBJ83e2moiP9D7iStoX-m0EtKuUrW6uGQXs82dAOcVsJJeoHledsn1XEwkBLCucwVP6uhrjvgxNFeJb5bNpsONpqmDYoEcVZqw79ChxZ5mwwcaFtCKl43Qp_qhjfzWG-uVTc2Sdos7wqEEQQwzb4h9IydSzpVGDhNVa0l422HJb7UqWkuStNdIbU3gMbCddXxsDIOjMYsO4NNzG5GIEs5NA8nKTgVTTA64Crnyg0uviWJXP9kOCjeJZrDQRGqSLE&p=56&fvj=0&vjs=3, Troubleshoot basic data and data engineering issues. Develop technical solutions to improve data and data usage. Perform data cleansing and validation.
290,Workday,Engineering Manager - Machine Learning,"Boulder, CO",Not Easy Apply,3.9,indeed.com/rc/clk?jk=6f83d1a5013982c9&fccid=9ac45d217f8342a1&vjs=3," M.S. or Ph.D. in computer science, machine learning or other relevant domain. Machine Learning for Financials is responsible for the architecture and…"
291,KPMG,"Manager, Data & Analytics Modeler, Machine Learning","Denver, CO",Not Easy Apply,4.0,indeed.com/rc/clk?jk=61f2fa98f5852de5&fccid=2dd390c3a48a7ed0&vjs=3," Shine. Digital Lighthouse houses KPMG's specialized capabilities across the digital landscape: applied data science, AI, data engineering and insights, software…"
292,Altamira,Artificial Intelligence (AI) / Machine Learning (ML) Specialist,"Schriever AFB, CO",Easy Apply,,indeed.com/rc/clk?jk=64f60d8575ac76ab&fccid=10920a3ebd5313d0&vjs=3, Create AI / ML models to run systematic processes on raw data and selecting models that pull the most relevant information from collected data to assist…
293,Comcast,Data Center Infrastructure & Services Engineer II,"Centennial, CO",Not Easy Apply,3.7,indeed.com/rc/clk?jk=0e64cc74747ca53d&fccid=ea25315ee9da22e5&vjs=3," Five plus years of experience in High Speed Data, Voice, IP and Data Networking. Data Center planning and engineering. Diverse knowledge of HVAC dynamics."
294,Booz Allen Hamilton,"Data Modeler Intelligence Analyst, Senior","Buckley AFB, CO",Not Easy Apply,3.9,indeed.com/rc/clk?jk=f874523dc1d9717a&fccid=4e041af1d0af1bc8&vjs=3, Ability to collaborate with intelligence analysts and collection managers to innovate and develop data science approaches to enable mission operations.
295,Twitter,Software Engineer - Site Reliability Engineer - Data Enterprise & Solutions,"Boulder, CO",Not Easy Apply,4.1,indeed.com/rc/clk?jk=c798479f8056475b&fccid=7a3824693ee1074b&vjs=3, You have a B.S. in computer science or similar field or equivalent experience. We are looking for a Site Reliability Engineer to support our Data Enterprise &…
296,National Renewable Energy Laboratory,Postdoctoral Researcher - Machine Learning and Electronic Structure Modeling for Simulation of Complex Energy Materials and Electrocatalysts,"Golden, CO",Not Easy Apply,3.8,indeed.com/rc/clk?jk=340e54b99dc8aa41&fccid=b4ae64835618776c&vjs=3," Must be a recent PhD in Physics, Materials Science, Chemistry or a related and have graduated within the last three years."
297,Pearson,Sr Software Engineer - Machine Learning,"Centennial, CO",Not Easy Apply,3.8,indeed.com/rc/clk?jk=eaefca692d822924&fccid=915b1c0ee87e5e8a&vjs=3," + Develop scalable data processing pipelines. + Be willing to learn new skills whether they are directly tied to software development, software testing, data…"
298,Spectrum,Network Engineer II - Data Center,"Greenwood Village, CO",Not Easy Apply,3.5,indeed.com/rc/clk?jk=2983e7067ef18cbf&fccid=c2d1b0769a534b4d&vjs=3," At least two (2 years of Data network experience. Bachelor's Degree in Computer Science, Engineering, or related field and/or equivalent work experience."
299,Leidos,Data Engineer with TS/SCI with Poly,"Aurora, CO",Not Easy Apply,3.8,indeed.com/rc/clk?jk=5e25a4e1eb9f7a86&fccid=8765a4045377753a&vjs=3, Support of production data processing and data distribution systems. Work with data providers and customers to ensure data quality and availability.
300,xentity corporation,GIS Support Analyst/Developer,"Denver, CO",Easy Apply,4.6,indeed.com/rc/clk?jk=14b8d5afb9747597&fccid=d7dee2b3330da2cc&vjs=3," Could pass ad-hoc technical and whiteboard test given various either application root cause analysis or data ETL and other patterns of large data, data cleanup,…"
301,CenturyLink,Senior Tax Data Analyst,"Broomfield, CO",Not Easy Apply,3.5,indeed.com/rc/clk?jk=7b907dcd3f008fca&fccid=9bdf8e3a2f3d19e4&vjs=3," Python and/or R data script writing. Bachelor’s degree in Data Science/Analytics with an emphasis in Accounting, Finance, or related field."
302,Global Resource Solutions,Cyber Security Data Scientist,"Colorado Springs, CO",Not Easy Apply,3.9,indeed.com/rc/clk?jk=ae37b88ef7969ca7&fccid=d79322304dc3331d&vjs=3," Develops per customer requirements and designs solutions related to Big Data, Data Governance, and large scale date search and storage."
303,KPMG,"Sr. Associate, Big Data Software Engineer","Denver, CO",Not Easy Apply,4.0,indeed.com/rc/clk?jk=f734262604cec49d&fccid=2dd390c3a48a7ed0&vjs=3," Shine. Digital Lighthouse houses KPMG's specialized capabilities across the digital landscape: applied data science, AI, data engineering and insights, software…"
304,KPMG,"Manager, Big Data Software Engineer","Denver, CO",Not Easy Apply,4.0,indeed.com/rc/clk?jk=34b2b613073d77d4&fccid=2dd390c3a48a7ed0&vjs=3," Shine. Digital Lighthouse houses KPMG's specialized capabilities across the digital landscape: applied data science, AI, data engineering and insights, software…"
305,CenturyLink,Sr Lead Data System Engineer,"Denver, CO",Not Easy Apply,3.5,indeed.com/rc/clk?jk=886922323b24f355&fccid=9bdf8e3a2f3d19e4&vjs=3, Understand and support the data architecture with the ability and expertise to develop overall solution to support the architectural direction.
306,Ria Financial,Sr. Web Analyst and Implementation,"Denver, CO",Not Easy Apply,3.7,indeed.com/rc/clk?jk=0eb6ab429dfc5e39&fccid=622d5b453e490cf8&vjs=3," Hands-on experience or education in data analytics, reporting, data science or business intelligence. Collaborate with business stakeholders on development…"
307,CDW,"Associate Consulting Engineer – Federal (Data Center, MS-Azure, Network Security)","Denver, CO",Not Easy Apply,3.7,indeed.com/rc/clk?jk=402da53425da3007&fccid=d9cf78b5cbf8e15d&vjs=3," ACEs focusing in this Data Center practice will work with our lead engineers designing, planning, and implementing Data Center Solutions including Network…"
