,Company_Name,Job_Title,Location,Easy_Apply,Rating,URL,Summary
56,Ezoic,Data Scientist - Relocate to Carlsbad,United States,Easy Apply,5.0,indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0D0pzMgtNUWpzn8X5XVkObFKyvooyIGCFK59PHkyYz6-ShJBSOIsbUzVdipk9exvXNT_QCwz_6g47VKy1iydo2tww9KZeCDarfKGgFPGvI1FtXC4_STlq8iZAFjZ7m9enCbD0ZdDiUEvJt-MmfeKJ9QAEGU9LL4B8jG4Ix1s52-bIncAKjpuXqv3yVWupwC5JWwjgX-QcYSJzvh03BaY0-miVnDnvw43NRb-p9Y9hJCIpJu7NdXOsXavUT2D6L54neWsvAY8fzOdpkYmCoKDTycfavu7-o7hoGuaUC_8WqgCRW8Em5DYHAzS-nZFpW8yOZo9ly8Om_7Enr3kvmFJOUk8NHOOU_WS-qN_1o7AwRJehtOAh8abyF1hEUydnJnq5rTW1iLIMnh8CE5ztB-7R7MHfSjHtR-TgbhBT-azzklVHIV-hi3Z246HGiuWrfi4UU=&p=56&fvj=0&vjs=3, Proactively perform data exploration on user behavior and website performance to discover future testing opportunities.
57,CenturyLink,Senior Manager Data Science,"Broomfield, CO",Not Easy Apply,3.5,indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BGKj2dVRoMy2japSZrYRM8IJNi6D13enLCCRY5KIhxijQXaybKLXzyceYkkuZUfdhn0rqll0OUWIqDPOVhRVKGHAD9ecdE6loD__1YYw_ypI4flZhJbAL04OsnuHWzEbgkTb_VOlB6_5AMFbczbxwQ_BllBMyafiKsFnGdnrYmEeODE3jyyS81CpLL3PE32FsL9Evkn3b4L_JLQ2j7y-hFOWcobBej8Nuwafi3EiRALUIUwdwmuif5aFTMM6kVdZ3obNBZxH68YZEHTNsVmojWsgeTV0jX1iBLKwaRXXXVmOFy-aOiQGpqvvSl7LXt5e58Cw-Nf57xfYrNSad6CO3pkh1RAe2w30Y4VoZYmTnu_zy3t733FOiQpRgGlh6drJssuRBzzsv_lbOB1F2r_6nq3KxMV4y8a2ZB2PMlx1lJbeAxFHSlgNQS4qHJugfAXIcE5qOYfbA5MuLgXkkdrlgIsQ-GkEJcxcAjDV-qtM7wDSjvVIk6ODcc7O7i4lsG8D8ZoJolQAjtnpON1NCNiF-pEPpk5EO6p2C6RDRSwVJm8xLzSF5cIEq8stfgSGpD1hvscvM8g0seIMz6NZDFrpr6tnywjgaJ7cEWOV7Ho9M6h3wDTaklTKF4L6pjtCqvzm5ZUgKnAP9stApka-CMnee3BhSXBlWmi9-4uWitbmqf1c2wkqkXtgtdU5fF7oGRej2QDOmHwrhym2UsDjTguhtsimkB9RZUIeSyazqfkRzo47FBjzLhuFC0t0btbLxbt5soPxmZs-Hui6ZCT62g6AqLrMHcvlsmKnqLUlV9lrJQIEKSvp0x8PKUU-w9W10mCtadZVlR5oLadO5XUSQlMRFITgCNv5gFBa08jBsh22Yy0f6_EuDB-WdTot_xt1swntkcxpC3VD3UjCXFRTy570cJ9yUA-OUyZb-7TB7Gu_IQ9lSx9cIguGaHR_FOrSEeRD3u7UXrExorzPbL3OjaeHYOnI_ZXHOy3VkBciaxemKAmq2igCNTVLf7_zjum50RAtWUWh_ysno2gcXyZGGpX_YtNiSl4dywyCmjSEidvurcltyOdD2Q8nu1ERC3FZcdNif83l8X8PL3I85nvkfttNblUI_MGOlENTYXXrfHWJOaOB26ZtquUiy_-XvDnEfPq6xPiB3RWgl9uUgjD_lwK2iI&p=57&fvj=0&vjs=3, The Field Operations & Network Implementation data science team identifies operational improvement opportunities to reduce costs and improve customer experience…
58,Valen Analytics,Data Engineer,"Denver, CO",Not Easy Apply,,indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BGue66LtIrErvPv8SX7o1ncRfdsd9_h73i5bKsRNPydYGpYqtZB6K8_dI2ZzVzXGjB2hv9bZ0NPQyi4y0WH48voMzE5lTyU1lKfS1CvQyHuvWcbWDvGXpZ1SFLugnJeMj4XTix4UQhdAuFlFXrJRDs7R-v5f-AfwkAQWaQY5dy4g8iSJz5Bm6dTFosZRr1HPOui4Kp4zHTWkFDtNW-WQGJDQGh_j-eFArkwjfwm3CesS9bWyVUgfcGBtJtwfRt5lI2JGjzD3rQNPi4kQs2DvOUBtnazLfY0lCYab7BX6dGvygt0-wY8sMKgiF1jlk6XSnmKGl2vBHMkkixvlGcLLW3ezAPCK5UL4YgzYjzbwH-VJ2VJydLa_6al7D2dGgnSy2_BEyYXnI3hAVr_tPv6r8QxhVqbC2Q2MP1BRzbzci5V9JYUV1KfMV4xkLpQjlpSJ3Jxp5DaD1jNrKyqLKMGTn0pVxsqMsvK8FAyoDLX7AXBcoCZ_y2g297nH2KSQ0LbIU9Oq7XQRUZsAiAhA_tbzj1sZtFAFxsOo80w_8YZFN2J7VpZX1C-vU3WQdAFc4OMdlOPxSZ1IYQN1_klFoPtYlg&p=0&fvj=0&vjs=3, Troubleshoot basic data and data engineering issues. Develop technical solutions to improve data and data usage. Perform data cleansing and validation.
59,Valen Analytics,Data Scientist,"Denver, CO",Not Easy Apply,,indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BGue66LtIrErvPv8SX7o1ncRfdsd9_h73i5bKsRNPydYGpYqtZB6K8_dI2ZzVzXGhz_-wvt-BDCiVWiuhErwbB6GsiPuOxM0UTZR-v4jpZnm6O1Lpc3JXtPFh2YMOCJcUdS0bCviNczHYbd22bKIebTzeLAUGXojXRnsuWMOlUvO9qzVnoMUqa6HlV5NV9Opytjl5JuHZDwkd-n0WuJSKbFwqws5mYFD94tT1D4XGxGDMvaKqnV3NQXrOd87mxY_z1UTQD1q3J33wDofgPvRXqjpD4vt9hsaYfBtfkaafyS0xe7moXPhaVEEyIhFFNzaWfYBG2OR_XGmmeBk1buORaG-aJYepHMuHZVSAIlLB2tqexmcK69Db42NpP52E1dJM02lwYv5OoWyupahwc6cEcWCImZkFpMbWd5PPh5mcH8F9yjlwbdaRITrAXFLn0JdZ34QeOdBpRgLYzTcdFxtyVaVEZQ067d7YJUHCf6nuL976nqAvSIQate4X2AsMVbmab_5CdxzjhfwjEwS9OmR7wC5TTnM-lTLpLctPOhIzWegKR2jMNw-3xMH4uXlZOovpzGnUeLBReQvIWzC1X89hI&p=1&fvj=0&vjs=3, Effectively represent the Data Science group in a collaborative environment to execute on company goals. Data visualization software and tools.
60,UPMC,Director Integrated Data Science,"Loveland, CO",Not Easy Apply,3.7,indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0An_F7pECnaBd2kaaPzVIE3U8A1lP216Cr-URqJ1oCRpRA4lx5JbBedmERUXYVX1hlHTKXvptAsU3tC4ZDs6BBvDL60pQEL-D0gaeq1hImcXY34qyuXj7UX6SsiLlJuWStJB340mPH2XsX-JMHURviiV-F_2Clndl1H-6wXuFz1ibLUUkhAGdeHW_ktjXhDwdsqmFfkg02UDTOrb9xqHv7NSBwNEepuhhU2VYk9bsBZlNgsAtY7GD-cd0XhEmOCqh6LlQeorc5MAm9PbfFHBjbBGiCUEzIw-CL0IurTWTY2njYznIdm7eO_J7aZtCVG-rMyD14YRNBe6vjb8JBYUmgUF3DBOfuAp8PMVnHBtTWUmAvnJwWOkdgtc5BOsXYLOCaIHSYauFsH140mYWy5ZKll_ajtxD3TFMk=&p=2&fvj=0&vjs=3," Demonstrated knowledge of programming expertise necessary to support data modeling. Demonstrated knowledge of advanced modeling techniques, including data…"
61,CenturyLink,Senior Manager Data Science,"Broomfield, CO",Not Easy Apply,3.5,indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BGKj2dVRoMy2japSZrYRM8IJNi6D13enLCCRY5KIhxijQXaybKLXzyceYkkuZUfdhn0rqll0OUWIqDPOVhRVKGHAD9ecdE6loD__1YYw_ypI4flZhJbAL04OsnuHWzEbgkTb_VOlB6_5AMFbczbxwQ_BllBMyafiLvXkYHqQcr21oSwAxjeqKX7zOdWJQWCjoAlwV3mGSn67x-CxdDG0nt5QyAA6Q2nq_lZWIpbIeRhvL_6DIqkTdQfYS_UgDRRVFyrFJbx3U45Zh-u4duGBCCK0_AXpQxLur5i9qbBK6GJZ3XjZwqhjZjDjqZm-iK_9DvSIx1l3Br6q7K_g5s0jLFbgL0szqzOA3uVktuHbcbCcPZfDybTTsNjWNxXvdrr58vhyqrXkhnJSyOZ7Ywnto7HBUqRZoGdcv8qOqfsqQhwxr-t8jhdFF7dR3zCy_Fd11vBjanDcRVazW2BnPSRooIMxgBp8TdZRLKM5pdg5odb12zNT6ZC82k6L_eSa-LfnuDbfUx5kIuDk965CQG12nutI1yrcrefJCKHvUyXojQXTcnLaBNQWEGWMObl7LmnPUfrs3yfGpyVKFc4Kt2xnyPqw_QYB5KV9KcT3EAV7RTbk9o7pwerxH8yXUD-D7CawQG8Ju_E8gbgz1kTfczMSTwDkWAdatMyZd6FyfhCP5fMnFQA225_THiJpmnPNRcUS0-EenY-3SJG-b8bFBhE539_gxFzFJOCd1JLjvNpLVKx_b6DDdNsgJTaqqTfxeqbu48wBb6JP7dvOVcLjsPnIUCyakAYMbKXbLtT8GK7ZkikLxkt5eYj4z7udQSjJwtmVEhxZ4dV1X2PGFJUvy_SmRC5pQ1pp8A6hYsvJSyvAjnHBQahJoaCpE86uWLqJ8U8sPnBipH8toq3rpGYrwc09WATrqhU0GPCySQ0uWFHr0juh2n-ne2krNha6A1Wpp0GTPHlOqcBEHpdLIO_oNUfwJ3jkRDRvcIGUtRirI72jU1hPxtoL3EoM_GZ6uedPmsE4CKahgenvOtu1MkPCkFK4byI7jqGFH4VLDDeDyhju7XsTDNoNCa44Sjelr70UjxQqbiFG5FqNxCZrsI1EqACCrn0NJboXqLZGz8PYM0pSq9AgzrwCWNnkIxHJ0KITHTFyKhCBSHJ1osN-6dq441IyFt&p=3&fvj=0&vjs=3, The Field Operations & Network Implementation data science team identifies operational improvement opportunities to reduce costs and improve customer experience…
62,Ezoic,Data Scientist - Relocate to Carlsbad,United States,Easy Apply,5.0,indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0D0pzMgtNUWpzn8X5XVkObFKyvooyIGCFK59PHkyYz6-ShJBSOIsbUzVdipk9exvXNT_QCwz_6g47VKy1iydo2tww9KZeCDarfKGgFPGvI1FtXC4_STlq8iZAFjZ7m9enCbD0ZdDiUEvJt-MmfeKJ9QAEGU9LL4B8jG4Ix1s52-bIncAKjpuXqv9ECY0fVjuAWkbvzcXwwFf6liatE2e2tVKl1du6D1IpYc1TbEyV50HOAE0cwE7KYjk9yWUsNz4a4jtBVWbyZRVHRNXt3IaRMCdNT0DLcAEHjwxg45nYpqJCqVJjXIvyDmvK41COxkZhwJzjSpZX6Udb-B8zvAJTwyKyBTEardmpx_j7zlVFrD9B4K424VQGlDZXo_jjoPW1EHyI9rvpAzDuFrHJDUbA5q4pdRINprrpmL3rTGbcRE7RtY2yRS7AifubD1djAERZQ=&p=4&fvj=0&vjs=3, Proactively perform data exploration on user behavior and website performance to discover future testing opportunities.
63,DISH,Data Scientist,"Englewood, CO",Not Easy Apply,3.3,indeed.com/rc/clk?jk=bd78cb9bd7bba4c9&fccid=3c371b712ace44cf&vjs=3, Great communication skills - someone who is passionate about evangelizing the value ofadvanced data science capabilities.
64,Digital Partners,Data Analyst,"Denver, CO",Not Easy Apply,,indeed.com/rc/clk?jk=5b4d11b6dce6eced&fccid=4f7c91e2885764ae&vjs=3, Bachelor’s or master’s degree in applied mathematics or data science. Ability to use advanced techniques to handle big data with structured and unstructured…
65,CACI,"Front-End, Back-End, Fullstack Developers & Data Scientist / Researchers - Cleared OR CLEARABLE (Up to 25% Profit Sharing Benefit!)","Denver, CO",Not Easy Apply,3.9,indeed.com/rc/clk?jk=47a6e010e5cfb6fe&fccid=290a4498a64fc044&vjs=3," Bachelor's degree in Computer Science or a related major. We are seeking Cleared or clearable Front-End, Back-End, Fullstack Developers & Data Scientist…"
66,CACI,Data Scientist/Researcher* (Up to 25% Profit Sharing Benefit!),"Denver, CO",Not Easy Apply,3.9,indeed.com/rc/clk?jk=bff58d63394f943d&fccid=290a4498a64fc044&vjs=3," Responsible for design analysis, problem solving/trouble shooting, determining and implementing solutions to a variety of challenging data science problems."
67,Tax Guard,Data Scientist,"Boulder, CO",Easy Apply,,indeed.com/rc/clk?jk=f0e6ce42b73ba6dd&fccid=64c757a120462f90&vjs=3, Ensure alignment of Data Science initiatives with Company objectives. Translate data science terminology and opportunities into product requirements.
68,Rocky Mountain Institute,Data Scientist (Senior Associate) - Industry Program,"Boulder, CO",Easy Apply,4.7,indeed.com/company/Rocky-Mountain-Institute/jobs/Data-Scientist-bdbf60c29daf28a7?fccid=942c6211cf29d268&vjs=3," An undergraduate degree in a quantitative subject such as computer science, mathematics, physics, statistics, or data science, and a strong track record of…"
69,GutCheck,Associate Research Science Analyst,"Denver, CO",Easy Apply,,indeed.com/rc/clk?jk=9fcf95972fa1477c&fccid=30535c30c338f715&vjs=3," Apply (or grow, if necessary) your other data science knowledge (e.g., programming, machine learning, simulation, algorithms, data visualization) to the…"
70,Decentrix,DATA SCIENTIST,"Denver, CO",Not Easy Apply,,indeed.com/rc/clk?jk=b0b0329ef6b427ef&fccid=965f05c91b70b412&vjs=3," Advanced degree (Masters/PhD) in business analytics, data science, computer science, statistics, or an equivalent quantitative and technical discipline."
71,Cake,Data Engineer,"Denver, CO",Easy Apply,4.4,indeed.com/rc/clk?jk=9b5c6b33095be002&fccid=db9098369d564546&vjs=3," As a member of the Cake Data Science Team you will be responsible for data management tasks including design, development, and data security in a Google Cloud…"
72,GutCheck,Research Science Analyst,"Denver, CO",Easy Apply,,indeed.com/rc/clk?jk=76ba0ad8b2aa64ee&fccid=30535c30c338f715&vjs=3," Apply (or grow, if necessary) your other data science knowledge (e.g., programming, machine learning, simulation, algorithms, data visualization) to the…"
73,AdAction Interactive,Product Analyst,"Denver, CO",Easy Apply,4.5,indeed.com/rc/clk?jk=4073f8441e7eb142&fccid=6693d189d393d08b&vjs=3, Own and perform analytics and reporting as it pertains to product in collaboration with the Data Science team. Understand product vision and strategy.
74,GHX,US Contractor - Data Engineer (Big Data),"Louisville, CO",Not Easy Apply,3.3,indeed.com/rc/clk?jk=6f750b0761e3aa1a&fccid=4600afcfb0f58ad6&vjs=3, We are looking for an Experienced Data Engineer for a 6-month contract (possibility to extend or convert to FTE) to join our new Data Organization.
75,Astra LLC,Data Scientist / AI Specialist,"Louisville, CO",Easy Apply,,indeed.com/rc/clk?jk=51f13b0b9abb4039&fccid=8d71fad27d8cc466&vjs=3," Applicants must be well versed in building and refining neural networks, developing machine learning models, application of cloud-based computing and data…"
76,Crocs,Sr. Data Engineer,"Broomfield, CO",Not Easy Apply,3.7,indeed.com/rc/clk?jk=c0d65fd79965c29c&fccid=964ddf8e96770af1&vjs=3," Interest and desire in the area of data science and machine learning. Crocs is seeking a Senior Data Engineer to develop, test, and maintain data pipelines and…"
77,Ibotta,Decision Scientist - Data & Media,"Denver, CO",Easy Apply,3.5,indeed.com/rc/clk?jk=9ef8d727c462b05c&fccid=2e1276ca32b1a903&vjs=3, Strong SQL and proven data wrangling skills. Become the go-to expert around client data questions and requests. Work to enhance and automate current processes.
78,"Blue Moon Digital, Inc.",BI Analyst,"Denver, CO",Easy Apply,,"indeed.com/company/Blue-Moon-Digital,-Inc./jobs/Bi-Analyst-d65ed46c8b034ba6?fccid=defc55aa2a503b47&vjs=3", We are data nerds with marketing souls! Develop engaging and compelling data visualizations. Strong knowledge and application of data literacy.
79,ICF,Data Engineer,"Golden, CO",Not Easy Apply,3.5,indeed.com/rc/clk?jk=6675e233538a71b2&fccid=cc35f9c14f8799a9&vjs=3," Perform hands on data research to provide insights and uncover potential data issues. Design and code workflows, create database releases, and optimize…"
80,Willis Towers Watson,Data Scientist,"Denver, CO",Not Easy Apply,3.7,indeed.com/rc/clk?jk=713d36c349127c5d&fccid=52f90de7b5346a08&vjs=3," University bachelor’s degree in data science, data analysis, statistics, applied mathematics, computer science, engineering, or any other related discipline;…"
81,"Amazon.com Services, Inc.",Software Engineer - Big Data,"Boulder, CO",Not Easy Apply,3.6,indeed.com/rc/clk?jk=30eb864904404073&fccid=fe2d21eef233e94a&vjs=3," Computer Science fundamentals in data structures. Computer Science fundamentals in object-oriented design. Computer Science fundamentals in algorithm design,…"
82,"ArcherDX, INC.",Software Developer/Data Engineer (ADX-98-19),"Boulder, CO",Not Easy Apply,,indeed.com/rc/clk?jk=9ef75d07dedad175&fccid=d9dd442e400888fb&vjs=3," Become familiar with and employ industry-leading data standards, striving for findable, accessible, interoperable, and reusable data."
83,Honey,Senior Data Scientist,"Boulder, CO",Easy Apply,3.7,indeed.com/rc/clk?jk=490379087cb8fd63&fccid=3df6032cb81491f6&vjs=3," Experience with data science workflow, from data cleaning and EDA, to feature engineering and model building, on real-world business datasets."
84,Cognizant Technology Solutions,Data Center Engineer,"Denver, CO",Not Easy Apply,3.9,indeed.com/rc/clk?jk=db926ba0f46e67f3&fccid=2df6a1e69a70a1e7&vjs=3," Enforce Data Center policies, guidelines, standards and procedures to keep the Data Center clean and organized while maintaining its showcase status."
85,Oracle,Data Scientist Snr Manager,"Broomfield, CO",Not Easy Apply,3.8,indeed.com/rc/clk?jk=0dc435180e844868&fccid=cd22d01053af7669&vjs=3, As a Senior Manager of Data Science you’ll be managing the implemention cutting edge machine learning and high performance computing methodologies at scale.
86,Sense Corp,Snowflake Data Scientist,Colorado,Easy Apply,3.6,indeed.com/rc/clk?jk=3fc216be5ebbb7e7&fccid=71e1b00765cb6e2c&vjs=3," Expertise in R or Python (including importing/exporting data, data wrangling/transformations, model building, and data visualization)."
87,Booz Allen Hamilton,"Data Scientist, Senior","Denver, CO",Not Easy Apply,3.9,indeed.com/rc/clk?jk=ba3a5a26dc7731cb&fccid=4e041af1d0af1bc8&vjs=3," Knowledge of data science tools and concepts. As a data scientist, you can turn these complex data sets into useful information to solve global challenges."
88,Tucows,Data Center Engineer,"Centennial, CO",Not Easy Apply,2.2,indeed.com/rc/clk?jk=51a4c7a310c789aa&fccid=4bcbc8cc86f1169e&vjs=3," Develop and execute detailed data center relocation, consolidation and expansion project plans. Develop detailed data center standards and associated…"
89,Pinnacol Assurance,Data Engineer,"Denver, CO",Easy Apply,4.0,indeed.com/rc/clk?jk=7ccb3b9d4b806681&fccid=66209e67d8000673&vjs=3," As a member of the Cake Data Science Team you will be responsible for data management tasks including design, development, and data security in a Google Cloud…"
90,Booz Allen Hamilton,"Data Analyst, Mid","Buckley AFB, CO",Not Easy Apply,3.9,indeed.com/rc/clk?jk=bb77ee61199d241b&fccid=4e041af1d0af1bc8&vjs=3, 3+ years of experience as a data analyst or data scientist. Ability to manipulate and exploit data from structured and unstructured data sources.
91,xentity corporation,Data Analyst,"Denver, CO",Easy Apply,4.6,indeed.com/rc/clk?jk=8781019e9dc58fdc&fccid=d7dee2b3330da2cc&vjs=3," Could pass ad-hoc technical and whiteboard test given various data ETL and other patterns of real-time, large data, data cleanup, etc. scenarios."
92,"Amazon Data Services, Inc.",Data Scientist,"Denver, CO",Not Easy Apply,3.6,indeed.com/rc/clk?jk=e0effd54f8e75884&fccid=fe2d21eef233e94a&vjs=3," You will be responsible for build data science prototypes that optimize our power and thermal infrastructure, working across AWS to solve data mapping and…"
93,JumpCloud,Data Analyst - Sales & Marketing,"Louisville, CO",Easy Apply,,indeed.com/rc/clk?jk=3abdeb4ff9a2752e&fccid=3781128e175fad79&vjs=3, Demonstrated experience communicating the results of complex business intelligence or data science projects to non-technical business stakeholders.
94,Comcast,"Comcast Business Analyst 3, Enterprise Data & Analytics","Centennial, CO",Not Easy Apply,3.7,indeed.com/rc/clk?jk=550a71c4d2391bf8&fccid=ea25315ee9da22e5&vjs=3," Master’s in a quantitative discipline such as data science, statistics, economics, psychology, engineering, marketing, computer science, mathematics, or finance…"
95,"Terumo BCT, Inc.",Data Scientist,"Lakewood, CO",Not Easy Apply,3.5,indeed.com/rc/clk?jk=e53510982f5eda40&fccid=30cc0359129ed8a4&vjs=3," Applied understanding of data science process, ETL, data enrichment, and data discovery processes. Exposure to/ understanding of data architecture, warehouses…"
96,OneDigital,Data Scientist,"Denver, CO",Not Easy Apply,3.4,indeed.com/rc/clk?jk=99c09a58c402734d&fccid=83cb647156059a60&vjs=3, The Data Scientist will help the company interpret and manage data and solve complex problems using expertise in a variety of data niches.
97,Josh.ai,Machine Learning/AI Engineer,"Denver, CO",Easy Apply,,indeed.com/rc/clk?jk=3759033bb87a11cb&fccid=1f8a038b1c3a5e19&vjs=3, Four year college degree or equivalent in Computer Science. What we are looking for: Talented software engineers with a passion for innovation and problem…
98,"ViewRay, Inc.",Software Engineer – Patient Data Interoperability,"Denver, CO",Easy Apply,,indeed.com/rc/clk?jk=ab5169bba38d3beb&fccid=9cea6da98ac4dc39&vjs=3, Job Title: Software Engineer – Patient Data Interoperability. Support patient data interoperability between the MRIDian system and customer information systems.
99,Valen Analytics,Data Engineer,"Denver, CO",Easy Apply,,indeed.com/rc/clk?jk=b36e485bdc2cd2e1&fccid=847cd08b3d651258&vjs=3," As a Data Engineer, you will work with customers, Valen team members, and 3rd party data providers, to develop, maintain, and enhance our data engineering…"
100,ShaleApps,Data Scientist – Logistics Optimization Algorithms,"Denver, CO",Easy Apply,3.3,indeed.com/rc/clk?jk=3c8c3a6614d92a76&fccid=7bac841f4648f136&vjs=3," You will get to work directly with our data science driven CEO, and a very strong team of data scientists and software engineers in defining the frontier of…"
101,Nutrien Ag Solutions,Senior Data Scientist,"Loveland, CO",Not Easy Apply,3.5,indeed.com/rc/clk?jk=92b1a3dc78332ac1&fccid=cfbfa9d8b2bae993&vjs=3," Masters degree (PhD preferred) in a quantitative discipline such as computer science, statistics, data science, mathematics, economics or equivalent combination…"
102,Slalom Consulting,Practice Area Lead - Machine Learning - Data & Analytics,"Denver, CO",Not Easy Apply,3.7,indeed.com/rc/clk?jk=5eb728429d30cc08&fccid=a321096b9f1b3c50&vjs=3," Expert in cloud-based engineering, data science, and agile delivery. Slalom Build is a highly-scalable, high-velocity technology group with a passion for proven…"
103,Insurity,Data Engineer,"Denver, CO",Not Easy Apply,2.9,indeed.com/rc/clk?jk=94a379e30f5b7463&fccid=808107f935280e38&vjs=3, Troubleshoot basic data and data engineering issues. Develop technical solutions to improve data and data usage. Perform data cleansing and validation.
104,Oracle,Python Software Engineer ( Data Engineer),"Broomfield, CO",Not Easy Apply,3.8,indeed.com/rc/clk?jk=76fc9af66f1f1fb7&fccid=cd22d01053af7669&vjs=3, Python Software Engineer ( Data Engineer)-1900192A. BS computer science or related field. Providing thought leadership in the implementation of data pipelines…
105,Sovrn Holdings,"Sr. Software Engineer, Data Boulder","Boulder, CO",Not Easy Apply,3.1,indeed.com/rc/clk?jk=883db1e7f92d3abb&fccid=7806ef38d7df9f0e&vjs=3," Partner with application development, data science, and external data partners to enable business deliverables. The successful candidate will have:"
106,Kaiser Permanente,"Data Analytics, Senior Analyst","Denver, CO",Not Easy Apply,4.2,indeed.com/rc/clk?jk=f619761d67dc0ef0&fccid=48ecd526e3aa3225&vjs=3, EMC Data Science Associate (EMCDSA). Prepares data for analytic efforts by integrating and consolidating data; ensuring data quality and accuracy; profiling…
107,BPMLinks,Artificial Intelligence/Machine Learning Engineer,"Denver, CO",Not Easy Apply,,indeed.com/rc/clk?jk=765abd7757fe217d&fccid=4f051ec7153ae173&vjs=3," Awareness or Experience with big data tools (Hadoop, HDFS & Spark, Map Reduce). Use machine learning, data mining, predictive modelling & statistical techniques…"
108,Western Union,Data Engineer,"Denver, CO",Not Easy Apply,3.9,indeed.com/rc/clk?jk=1ba6580c7ca96cc5&fccid=a9a275f507bb2412&vjs=3, Join Western Union as a Data Engineer! You will provide technical data and system support to the Global Compliance Risk Modeling Team.
109,Vertafore,Sr. Data Scientist,"Denver, CO",Not Easy Apply,3.2,indeed.com/rc/clk?jk=b9effdbcc5a1da7f&fccid=ff1a447b3ee2756e&vjs=3," As a data scientist at Vertafore, you will be responsible for finding signals in complex and industry-unique data sets, developing innovative data science…"
110,National Renewable Energy Laboratory,Postdoctoral Researcher - Data Science for Materials,"Golden, CO",Not Easy Apply,3.8,indeed.com/rc/clk?jk=8179a173e187783a&fccid=b4ae64835618776c&vjs=3," Postdoctoral Researcher - Data Science for Materials. The Data, Analysis and Visualization Group in the NREL Computational Science Center has an opening for a…"
111,HP,Data Science Solution Architect,"Fort Collins, CO",Not Easy Apply,4.0,indeed.com/rc/clk?jk=5dc0ed6abec58bf6&fccid=1b866506aec22461&vjs=3," Data Science knowledge, computer architecture and computer science, native and cloud applications. Knowledge of computer architecture for Data Science solutions…"
112,Kiewit Corporation,Analytics Engineer - Kiewit Data Services,"Denver, CO",Not Easy Apply,3.8,indeed.com/rc/clk?jk=e25393c2ec3bcb06&fccid=fd3e5b9fc7b91d7c&vjs=3," You will interact with business stakeholders, data analysts, and IT resources, working to standardize our data and make this data more easily accessible."
113,Mphasis,Data Science Specialist USA,United States,Not Easy Apply,3.8,indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0D35pONiEzCV0HOA1LSj07MBrUNmnAaSWLsWvroqamMmuIQJaQYcwRytgJb_4HxKwo8_L6O0YVKGV5Obz3p9AsGMPh38g6KyTyEcO-ejcZnGk6OTkYZKABJx0wgJmNupC8xqimGefwv6-M4RtL136iraAwPkqBLyLF-pkj7QKUc3ZsNm63mMfdy1y8wftvTnTCsvk3gbQLiX9DQ5giAFZnytdZ1Kxe8_Rz4sfYmk_VcVKDKzqYBXvyP3oG5IedW4jOCMiQCe6v5EiIIEQa68rMcXyUYzVVj2xs7YJfKoZgCBhB4a8sEVr1echR2n0DRaLh6TI_GP8yFA3_5Gsrl1XN8TdDWvaz-N2KKTUajf-zc51Ackt0atOVY4-ZH-_nKf_TNZgo6Yf53AqYk8Tq4cohc5fizIRj51Pvq4tp3DmV45pAM3fF4a-6q5Oef6FVWP5G7fvC7O0PQJC_ptWzowhUcTKACOBI3eDxMd6bTgWC9NHtRQ5ELHTdn6L8YRxKNonTEIqe22TJNUHFaETLCn_jIqmXTcy3GRPI=&p=55&fvj=0&vjs=3," Experience with common data science toolkits, such as R, Weka, NumPy, MatLab, etc {{depending on specific project requirements}}."
114,CBRE,Lead Data Center Building Engineer,"Boulder, CO",Not Easy Apply,3.8,indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Bu-T8EV_Pzj62Zt_GblGsRwS_RrYzeDaTx6hmwLArKZiZ2ysrTLlFWHGP_WqciK0TTcaVS2mNpp5bHjlZT8c1OPgRIAz7iWQ9s6LG9sAL6madJwvYKbCZ_MOk9fivdS5LOGWLBWVCe08RVrWMPdZ0vu_xLIgwJAnyzJFB3ctiSKTOhhJKIjdj6DoxKWFLPybkUZBp0GQkRPrLUS9pTKDrX46az3kD7v8WOuSVJbLRdPKrlPAj4mRrojtOhFpLnzhYuqCG5PkI-TrrwkqUdA86pgSR6_9-d0jTLNvefObsaAPj6BXRjpaAnISMqBYaI1Vp9vSocb93K-LNBrx8t775b-QH0jT06MBkMqNl6ENrVqE1r5uGa9BQxcWig12ITCme7yAuclxW9CrEzhC_VYXey5_gDFQpkPfU=&p=56&fvj=0&vjs=3, Supervise and direct Technical Team staff on shift and monitor performance of assigned responsibilities. Perform and/or direct the performance of all Technical…
